Superficie_mq,Num_Camere,Num_Bagni,Piano,Anno_Costruzione,Distanza_Metro_m,Rumorosita_Area_dB,Distanza_Tangenziale_m,Prezzo_Vendita
104.90142459033697,3,3,7,2012,31.62902768153096,49.409841438892805,1390.34895937877,516831.3114425336
85.85207096486447,3,3,9,2013,372.8304771486946,68.51340119491078,3933.1900150796228,440832.52796845825
109.43065614302077,3,3,0,1981,343.2300071789786,32.315106721120486,1586.3387489492231,514906.91152391897
135.69089569224076,4,3,8,1962,77.8404842882191,45.78799261842598,984.1017284359563,661117.6939498347
82.97539875829992,5,2,7,2015,1264.5695316057297,52.505595069300924,2822.703658838217,430863.82294203254
82.97589129152459,5,3,5,1968,290.592971745138,46.24057030667744,3483.48294512384,460174.4798675887
137.37638446522175,2,1,2,1973,2606.9091272202077,78.86247470564112,1844.6363230806746,513797.1534984472
113.02304187458726,5,2,2,1960,272.42591509862166,55.48690736481293,2500.6830524695442,531384.4162448975
75.91576842195144,5,2,7,2008,468.1927718476398,39.556308371405244,3553.158393744029,427190.62956664426
106.27680130757894,3,3,4,1964,55.333136749209785,30.0,4379.306729605868,541450.4075108529
76.09746921562613,3,2,9,1959,302.7768250169164,53.40275862751854,6777.757355950371,411848.1367645686
76.0281073928923,2,3,6,1990,136.4071694994747,42.44380876192461,1313.3956643888887,386871.52743659425
97.25886814698103,1,1,4,1976,902.6193493338392,62.88898506278653,9077.167732927486,417506.13269643654
32.601592660266064,2,3,7,2009,766.0523241508198,47.25134437089616,3042.3707062271237,215706.3565597955
38.252465024609016,2,2,9,2022,869.1472662141401,44.316483593304696,4649.291335255368,238248.3605192668
73.13137412277082,4,1,9,2001,642.9701664804228,44.14752842855015,3609.609736351403,384996.3150794859
59.61506638996728,4,3,3,1977,893.9331993952753,59.86509173829278,690.3977232685412,308107.8304439663
99.42741997785822,2,1,1,2014,112.09001299360274,54.155830398339646,222.3556155802366,398544.72746105836
62.75927773436368,2,1,2,1966,300.77993974737535,67.55956723790878,3887.0196258487895,259904.84243131615
47.63088895994125,2,2,7,1993,588.579238255324,47.84892883796812,2146.501501227778,252521.34212538254
133.96946306764661,5,1,6,1959,507.217145615775,58.62279412053033,3634.1341508950527,615353.5574483736
83.22671098540393,4,2,1,2012,630.0149997897119,58.79376084411646,1943.6198818528064,382531.0325088662
92.02584614063771,2,1,5,1996,126.9678911117276,56.7381345306356,1122.9221155725136,390710.1816986606
47.257554413596296,3,3,8,1987,51.811407081871565,44.90142180953358,1006.4933535519413,293643.1485417926
73.66851826424451,3,1,3,2019,1243.293498839702,54.734080300457876,3933.9183592446957,327176.64956434665
93.32767769129599,5,3,8,2002,410.68565007295683,49.027575599359984,972.1257841873589,500036.9075860311
55.470192677330914,5,3,1,1993,83.51508877430551,48.764837289084575,3762.3988642112795,331092.7768535525
101.27094055037016,1,1,1,2003,788.5739021126091,41.941897083147346,1453.3307626177739,402522.7799102961
71.98083930243585,1,3,8,1969,1232.1400435351181,30.0,4420.76917364479,382705.80264261615
81.2491875062017,1,1,6,1980,92.90191758947319,62.48376364198185,462.2867842727494,328895.4011282939
71.9488016331181,5,1,6,1956,850.2627619109659,54.3155836928598,688.1638079167908,353417.8142600869
145.56834553526812,5,3,0,2007,1353.2137191406148,36.56801780323074,3474.242466735526,684544.4394801133
89.59508325786199,5,3,5,1959,1393.235115420133,57.17710460547981,2464.5178897559526,459593.4667205466
58.26867213132299,3,2,6,1959,1227.6144806282214,62.681354929902426,684.0098067403715,276537.23782280926
114.67634736309567,5,3,5,1988,395.2929255933817,57.77667446716162,6993.787513682272,591944.7232976985
53.374690500869335,3,2,5,1977,220.1923695533888,41.0836182116707,968.6602353426913,285056.52127298614
96.26590785014267,1,3,1,1979,3.6496917460318787,42.680081074642025,1639.7283658655417,430545.69523779606
31.20989628360673,1,1,5,1986,31.423164516102617,44.52123985152552,678.0227281834,143394.2272786574
50.154418533047085,1,3,3,2016,280.0420871908318,58.610848062038116,1473.204376491361,236572.4270806987
95.90583707607371,2,1,8,1992,254.8515823057756,54.7895985916801,2029.7360978030392,426433.9143785722
112.1539973998623,2,1,0,2001,102.10809806785755,77.90291621548185,1049.723908556116,424940.6119460694
95.14104843569912,4,1,7,2005,251.6602853251624,33.59114938282117,4397.229487126573,481442.5889423566
86.53055152835279,4,2,4,2017,95.97390974739263,49.47401663431335,1502.2941082044604,423199.92092264624
80.96688913232134,4,3,0,1958,944.5469824492155,30.722447406568016,3922.5604494096824,423312.4415452736
45.644340288977176,2,1,3,1972,177.04975865339546,55.966479047345146,696.0692313419432,193320.73067873932
68.40467374815874,2,1,0,2012,456.3540164037643,60.66894618647257,1419.7972170421785,265485.19472733565
76.18083687120638,4,2,5,2010,349.4247660524898,64.42106116768143,24.272797172740084,361929.4026424829
121.71366678656747,4,3,1,1989,26.63819686968145,51.88522092864789,4264.367021640818,581024.8993571292
100.30854868705384,5,3,4,1993,1425.6750278687593,30.866906290722703,14747.946561969968,584850.2709886549
37.10879533911798,4,2,6,1973,374.56887996902867,49.49851429193752,5108.334961726648,250732.65307347738
99.72251908184384,5,2,1,2000,196.56399468684776,54.36789894024359,1824.2724747041507,471677.89981378405
78.4475315875105,3,3,5,2007,86.06279813416278,39.94853745315853,4824.425913279423,427103.09048193897
69.69233999082124,2,2,5,1982,206.64278018753333,47.350213364775584,3128.8165568882223,339996.8015810752
108.35028866522603,4,3,4,1965,10.362443765648782,37.22950365403953,10.858424813748433,536122.3186932767
120.92998567487854,2,3,4,1971,225.9311162780496,43.87295470642138,877.8599118410324,551976.9763895174
117.93840357348596,2,1,2,2006,379.09456999212546,59.124665694033126,2043.011741350512,479053.06160674203
64.82347430332084,2,1,9,2011,1027.3403031788591,56.80162946791292,2892.4069078099424,301680.8992526316
80.72362872446357,3,3,9,2020,581.3745135820449,36.04780490563559,203.5226708100119,432050.57821044826
99.93790294210692,1,3,1,2021,59.15663924258256,42.95014852361935,3663.152707049719,454525.6603876311
119.26635381367078,4,3,6,2019,79.93552759947913,50.57091984775741,2352.736970628038,587458.8249840711
75.6247728646413,1,3,0,1979,279.4159944341681,52.265243185478724,2238.2474046424027,333630.9253519568
84.43023070008549,1,3,5,1972,108.89629143207965,43.37104243454056,1036.1266048642137,398441.55047580163
56.809950779819154,1,3,5,1981,14.122468325655063,54.76457453321593,2710.2945475796782,285885.47664070263
54.113801277579874,2,2,2,2006,817.4160158139063,49.647177794852375,83.63367625092486,239052.03553858266
114.37577467182594,5,3,1,1958,9.857826595245452,30.0,200.66489672554815,568407.844904979
130.68720085712468,2,2,1,1980,888.0107965078046,44.283296727233,3971.312086467759,564441.9591685266
87.83969635258998,2,2,8,2020,77.80318117880947,43.99774269889429,1165.3432263989039,422409.727031672
120.10598693676073,1,3,4,1958,1838.0489596719272,56.78273700389743,1278.383192399579,506652.63710842404
100.84908075142903,2,3,6,1962,463.01135696414366,56.96059237178048,701.0411196927429,465310.8226627579
70.64640736184627,1,2,4,2007,663.9805985299886,33.2789722907212,1769.7184656466666,326515.4434995974
100.84186816525242,5,2,6,1952,58.538683081875085,54.38471756996567,160.18154358025942,494198.2759781266
136.1410969939791,4,3,3,1984,990.6280168943573,49.26036154599308,1071.5819082751098,625755.6558023553
88.92521882670145,1,3,7,1970,913.7731522064618,51.26424408124737,2246.7657476676513,416532.7284418321
136.9393096744202,5,2,9,2013,529.2047763444995,43.861729813062695,1880.011176000852,668003.5170011774
20.0,4,2,9,2001,348.85364563463736,49.38170077232319,24046.01112747672,292359.818408714
114.65707513125672,3,2,6,1983,639.149172360573,61.5032682257834,1476.8196276713077,513117.6387139942
92.61141204714514,1,1,9,1984,2.9729284811038013,51.12185759091425,1468.16642516566,406634.89343868353
81.02977948602398,1,2,4,1964,448.784485671709,49.575732943821066,2101.0095505383924,355560.5878962497
92.75282329606507,3,1,5,1955,939.987681810845,45.207966258037835,633.2859346834824,409569.87978153146
30.372932561973215,3,3,4,1981,220.72743520083765,60.52255933743964,6269.795267261166,215110.87289475068
83.40984336487465,1,3,6,2001,57.30679485203997,37.192121833327896,2547.773862400528,413613.0529896529
100.7133771453524,3,2,1,1977,273.1204099905242,41.980303982170824,639.9793384984805,451341.8971918259
134.33682134224549,2,3,4,2013,649.33307714505,36.61788618214612,4731.516168232685,627893.6492565486
74.45189345179058,4,3,9,1968,56.75302832576167,52.00685175050165,104.80609911178584,410757.222268962
65.74519191320437,4,3,2,1964,115.3664892817932,61.79747606415444,12147.689246306109,390768.0729273757
74.9472886924639,4,3,8,1955,79.82144453414367,46.71204582430552,6010.761888923614,442332.70394482673
117.46206353106223,2,1,5,2022,797.1459856768955,39.30594465225139,2599.9274902446355,510570.4870664517
99.86253328979053,3,1,9,1987,32.47870307014896,66.36446483704971,353.9720334426723,444530.7414586243
74.10719388698884,5,2,2,1975,580.1159403965667,54.51283066648399,727.2573104496687,364751.072029754
105.39802299340069,3,2,6,2000,228.21363978242252,52.77524143634279,983.1596665334482,486450.512472103
92.91232648044121,1,2,3,2022,704.8659287639773,48.09809357826998,827.3859536417204,390639.4828240636
119.05934971598668,4,3,2,2002,1667.4719925327206,56.690141718574814,2064.598384919151,543195.5291446405
68.93840718367943,3,3,7,2005,60.826990069471336,52.6185556427867,8677.381808469447,405913.7122335835
80.17013560206695,5,1,3,2008,188.71954659508913,45.18731571620619,1761.8923115267405,392415.4927837444
78.23675540603527,1,1,0,2019,830.6957853513061,46.861973731871394,3250.2658582555487,309029.41933003435
46.09455155603644,2,2,5,2007,154.73102923169031,39.80113198986966,3499.8692709978113,255529.1102969483
98.88360831193728,2,1,9,1962,121.1125999058895,38.554348124725024,6157.364352455713,481555.78088624374
97.83165816539668,5,1,0,1992,872.5657572432722,47.03347804903167,103.21937809955574,431083.59393062006
90.15340369927382,1,1,4,2000,2174.580884983764,61.54214892291474,1554.205668501475,340096.6853668503
82.96238599874559,4,1,6,1968,406.9579985299337,39.658367878386585,4607.657945013185,421159.8858563624
47.53887773848757,3,1,5,1970,162.898830418007,58.3637002925741,5060.042622358506,245463.03546898864
77.38064031703922,1,2,1,1973,254.21920571308976,42.010651463432005,7865.587865950628,364297.65707734716
79.71856450419692,2,2,3,1975,93.24330573233988,32.13396927302301,3639.992965759346,389007.82051523804
65.93168192335143,5,1,1,1994,717.5055496631176,55.46599758589076,843.7243579483953,305304.2964006258
85.16142865001973,5,2,0,1977,742.447814519331,66.28768087574782,2113.6300715249204,392501.7059367624
102.12152570443615,3,3,2,1978,1040.204974747656,41.44264919731972,98.63987320364235,472134.60323896655
146.5855770363159,5,1,2,1966,13.481407618975132,34.3012909109984,3123.2527287864464,672522.4668020076
95.23733438495518,5,3,6,2017,412.74688524323614,54.549147510800225,2424.2953659994464,499394.19800658536
97.72651172168293,1,2,0,1993,120.56175972539376,40.76825804528005,3297.363781368472,420418.9901510401
87.76662252701499,4,2,8,2010,208.42712100655945,55.366465784709284,7983.809883043991,473534.8025285051
32.43686354102876,3,3,5,2017,768.4554158162578,61.51479594203842,3487.3086680677843,207984.64740425293
89.20458373652349,1,2,3,1974,106.61743514531575,53.30617495602935,1158.9730863687778,378240.8510704554
91.8069062982308,4,1,2,2016,508.52778772130966,58.09768308345471,664.6968801898772,397368.14863320475
163.89726337455858,1,3,2,1951,531.4771175469708,58.166121536347006,5785.547280453418,706035.8971886847
84.22917105656633,1,1,1,1998,1540.5787988840132,59.8994671217863,648.2511295087875,304852.68476318277
99.04642027000837,5,3,1,2019,746.185185294382,50.45210767557481,528.8141781524623,480915.79244227725
88.9586469088427,4,2,9,1975,813.8904280354254,57.790764273936546,694.3289924622752,438376.5640433913
54.93965887141404,3,3,4,2021,379.2171231793433,51.64401746156312,2132.961196445966,299987.25277452945
124.28468443545061,3,3,8,1976,103.37729794307883,53.91320171935226,397.8095614540397,589180.8108502897
112.55799098060322,4,1,1,1967,277.18274246819334,80.0,8347.593826697708,494198.1056312194
113.73095841129141,5,2,1,2003,398.6870289718391,52.41600523585666,10166.654135543138,569354.2287973063
62.71837635615783,2,1,5,1950,567.253302881513,35.02240067196634,10926.19982012795,339809.5708244896
132.08382932808297,1,2,9,2010,467.8758263650226,48.025808224823585,119.73224455563644,576229.4120466362
47.944468116231576,5,1,1,1952,250.41935381846463,46.894742443577265,8767.30750999105,286215.4740331197
107.60571281400811,4,3,3,2017,154.15543322202285,47.352063982453856,17874.011113804194,605899.2885103794
155.71366877429935,1,1,5,1990,92.10016621628017,59.534424262529654,8564.21462881325,665220.3223165711
60.28391024607935,3,2,4,1986,591.8325155087222,61.3059139766403,3334.5355460591577,295584.0795828857
73.01106811191684,2,2,0,2000,518.3805734027732,48.94364757302603,3624.24522747131,326038.04527797014
92.98954095262924,3,3,5,1964,581.3713917423622,36.08125651481078,391.19043980433275,462019.1455773042
74.89573037651402,4,2,0,1957,233.02767920988023,50.99095575183107,6221.501731421426,377369.19761923334
43.48009706801602,1,1,2,1987,152.18210611677605,44.56611257904333,184.47616979188535,173754.83548081247
92.05688924418082,4,3,9,2005,712.9779493673243,52.104047139713195,1146.9918186939758,479728.6894368067
58.130888588216855,1,2,4,1996,742.8306483427144,48.790381078100886,14182.571189078848,322217.7227367337
104.20777291905544,5,2,9,1959,304.0505428726979,62.163576184010864,1646.2465084482942,519858.2426057253
62.417272972985906,2,1,4,1998,473.2513828504309,52.748080464638974,421.7758328745542,264297.3767631731
136.49803215052617,5,1,9,1990,233.81894628976892,44.598083557785046,10449.956294641883,691305.6370546314
66.50240122991289,5,3,5,1979,605.24231368269,36.14467752616153,12431.798425210947,445971.49638271786
80.33815451382974,4,2,9,1954,903.0963545026185,49.5198583610161,621.2300225439867,410907.9462619966
114.40551652109009,2,1,7,2020,582.7500272978373,49.5556264605378,6003.084860775592,517254.3636547222
53.07407050698134,1,3,4,1980,359.3172469389689,47.375392512963344,1484.971620286723,263752.57514700596
